confirmed,deaths,estimated_population,city_ibge_code
1147,39,40906,1504901
1789,9,21444,1504950
1592,27,16854,1504976
1161,19,15506,1505007
3789,82,25766,1505031
2908,118,77214,1505064
8123,161,52306,1505106
2321,51,32850,1505205
10572,193,74016,1505304
419,16,17961,1505403
6804,65,33335,1505437
2728,56,48414,1505486
889,11,7582,1505494
12733,247,114503,1505502
59471,524,213576,1505536
750,12,5410,1505551
352,4,8081,1505601
1066,9,12979,1505635
2566,44,31659,1505650
3440,38,31549,1505700
3530,96,62945,1505809
1700,47,41801,1505908
2399,89,29846,1506005
1168,23,10857,1506104
1002,19,13702,1506112
20188,290,85563,1506138
3241,42,18201,1506161
2712,91,52803,1506187
5313,83,51500,1506195
1441,105,40922,1506203
1844,32,24075,1506302
1297,29,21449,1506351
233,11,10314,1506401
3341,102,71837,1506500
1694,26,19843,1506559
983,13,21850,1506583
1802,29,24995,1506609
3770,43,74419,1506708
28037,1091,306480,1506807
758,8,6753,1506906
2582,59,31918,1507003
1327,35,18129,1507102
3576,61,25753,1507151
1546,35,32139,1507201
4343,41,132138,1507300
1060,36,15930,1507409
2277,57,24705,1507458
90,10,6217,1507466
345,45,23244,1507474
88,12,14051,1507508
5434,68,59632,1507607
998,26,26974,1507706
408,5,6009,1507755
896,20,11480,1507805
769,25,25565,1507904
8088,130,108969,1507953
858,23,11847,1507961
1881,60,18917,1507979
4527,95,64030,1508001
754,26,31257,1508035
1775,29,19168,1508050
5457,85,40136,1508084
9940,285,115144,1508100
2666,29,60761,1508126
3379,82,45435,1508159
3788,91,54172,1508209
1601,37,61751,1508308
3036,29,15279,1508357
5155,84,45086,1508407
597871,10363,3055149,5300108
73534,980,,
480,4,2548,4200051
2091,65,17960,4200101
2235,31,11013,4200200
1110,15,5509,4200309
1964,18,7152,4200408
1038,12,6515,4200507
851,4,2354,4200556
1056,11,6559,4200606
1385,10,10086,4200705
376,3,1926,4200754
942,11,5557,4200804
747,6,4743,4200903
1759,10,6957,4201000
429,6,3228,4201109
2286,29,8613,4201208
1333,19,10848,4201257
572,10,4267,4201273
6365,93,39524,4201307
14388,272,68867,4201406
1573,36,8759,4201505
1024,15,3549,4201604
403,5,2234,4201653
2116,13,7978,4201703
791,11,3195,4201802
1352,20,5683,4201901
2956,62,13430,4201950
2024,50,11035,4202057
33983,473,145796,4202008
2695,39,11260,4202073
6715,71,23772,4212809
2242,54,12946,4220000
556,7,2648,4202081
387,2,1651,4202099
5906,140,29860,4202107
95,5,6362,4202131
515,5,2709,4202156
1398,20,11775,4202206
15003,180,69486,4202305
80865,747,361855,4202404
719,5,3488,4202438
4373,73,20335,4202453
958,8,4772,4202503
731,11,3057,4202537
331,6,2139,4202578
1177,22,10060,4202602
1437,12,5322,4202701
12128,118,33876,4202800
1187,7,3769,4202859
612,9,2368,4202875
34891,340,137689,4202909
7900,300,79313,4203006
1138,16,6130,4203105
69,7,3335,4203154
17646,203,85105,4203204
1456,43,11981,4203303
1084,23,6952,4203402
2020,23,8418,4203501
7247,130,36556,4203600
2026,21,12398,4203709
9983,129,54480,4203808
295,2,2496,4203253
6635,56,23035,4203907
6080,92,25177,4203956
2887,33,10984,4204004
1013,13,3551,4204103
731,7,2719,4204152
304,4,3068,4204178
627,6,3006,4204194
57425,823,224013,4204202
4668,66,16821,4204251
19860,240,75167,4204301
915,8,4520,4204350
2370,31,9940,4204400
369,3,2555,4204459
3054,60,12553,4204558
2321,42,16107,4204509
49403,695,217311,4204608
1643,27,11118,4204707
199,2,1967,4204756
8528,204,39893,4204806
1403,19,8192,4204905
2896,54,15545,4205001
872,6,4186,4205100
588,6,4115,4205159
939,10,3218,4205175
514,6,2061,4205191
1396,13,4418,4205209
3003,43,10649,4205308
257,0,1579,4205357
117005,1201,508826,4205407
496,8,2495,4205431
7693,64,27211,4205456
5941,126,36584,4205506
590,11,1970,4205555
561,12,2791,4205605
5086,53,23579,4205704
3355,35,18484,4205803
12719,204,70793,4205902
3959,33,14606,4206009
1989,15,6595,4206108
2618,53,11577,4206207
4363,52,24382,4206306
2251,33,10026,4206405
8898,105,45797,4206504
834,11,5178,4206603
1239,20,4698,4206652
5674,69,22714,4206702
325,4,1954,4206751
627,9,3178,4206801
2571,40,19096,4206900
9643,149,57247,4207007
2414,39,14359,4207106
1161,25,9948,4207205
7833,121,45286,4207304
878,11,6241,4207403
0,0,,
13388,145,70900,4207502
565,11,2962,4207577
579,7,4406,4207601
894,16,9045,4207650
1286,18,7579,4207684
913,11,7620,4207700
643,5,3938,4207759
1917,22,10498,4207809
436,8,1909,4207858
1203,15,11289,4207908
1703,26,6129,4208005
3834,57,21780,4208104
47995,842,223112,4208203
19745,275,67338,4208302
2648,20,17007,4208401
4776,79,21177,4208450
4886,73,25355,4208500
1056,11,3918,4208609
2405,40,10376,4208708
4249,64,20288,4208807
43587,448,181173,4208906
549,5,1546,4208955
9060,80,30404,4209003
154982,2192,597658,4209102
862,11,5007,4209151
312,6,2092,4209177
690,4,2247,4209201
38763,567,157349,4209300
8652,169,46122,4209409
426,5,1418,4209458
1579,11,7063,4209508
3101,62,15313,4209607
1657,66,12115,4209706
686,2,3000,4209805
1217,12,4546,4209854
1806,27,12315,4209904
2931,15,13107,4210001
1412,16,5684,4210035
331,6,1766,4210050
7503,140,56561,4210100
484,6,3454,4210209
522,6,8156,4210308
1863,24,7378,4210407
7521,75,26116,4210506
398,13,1750,4210555
3393,24,17125,4210605
217,3,2480,4210704
1734,25,7001,4210803
448,9,2283,4210852
646,12,4218,4210902
1348,12,11889,4211009
1630,47,9906,4211058
1329,24,8269,4211108
5098,49,17947,4211207
908,7,2888,4211256
14701,228,83626,4211306
799,11,5092,4211405
541,5,4329,4211454
3169,23,14782,4211504
3796,36,15342,4211603
546,0,2404,4211652
6801,95,23038,4211702
5503,68,18975,4211751
2204,21,7272,4211801
608,13,2207,4211850
391,4,1474,4211876
309,6,2356,4211892
39341,389,175272,4211900
1580,17,7372,4212007
641,5,2650,4212056
3055,64,16157,4212106
1996,49,19422,4212205
336,7,3360,4212239
2071,34,9048,4212254
497,13,4109,4212270
1785,17,7569,4212304
1052,23,3953,4212403
6837,115,33284,4212502
564,5,2760,4212601
2269,26,10159,4212650
1076,28,5905,4212700
5585,38,20712,4212908
766,9,3596,4213005
759,11,3745,4213104
442,14,2888,4213153
8807,76,34010,4213203
879,15,4650,4213302
362,9,3420,4213351
1967,59,11634,4213401
3530,71,21932,4213500
6666,96,35543,4213609
2520,43,17712,4213708
1872,18,7312,4213807
570,4,1547,4213906
2116,42,17726,4214003
297,4,2283,4214102
635,11,2937,4214151
2390,44,9829,4214201
749,4,2887,4214300
1487,17,6202,4214409
1029,9,5902,4214508
933,19,7520,4214607
1122,28,11808,4214706
11656,152,72006,4214805
871,11,4620,4214904
7377,132,42495,4215000
313,7,2483,4215059
836,16,4561,4215075
2465,33,11600,4215109
543,8,4684,4215208
1320,9,7659,4215307
441,8,3754,4215356
1072,8,4756,4215406
2416,16,12905,4215455
2419,33,16918,4215505
224,4,2200,4215554
506,5,2147,4215604
1961,29,8378,4215653
898,7,8773,4215679
407,4,2372,4215687
223,2,1235,4215695
5174,88,23579,4215703
14296,200,85421,4215802
461,4,2287,4215752
786,7,2814,4215901
1082,22,11369,4216008
332,18,5598,4216057
1470,23,9434,4216107
10461,193,53746,4216206
7713,107,38583,4216305
871,14,3759,4216354
813,9,6402,4216255
1632,17,7315,4216404
5205,90,27139,4216503
47793,652,250181,4216602
2274,27,13820,4216701
998,15,8173,4216800
3141,69,24291,4216909
4526,36,13650,4217006
901,15,3171,4217105
347,8,1807,4217154
8440,84,40868,4217204
1017,16,5935,4217253
1717,17,9810,4217303
5158,43,21991,4217402
3704,41,17576,4217501
445,6,3256,4217550
1915,51,14092,4217600
5424,87,30733,4217709
757,7,2423,4217758
2728,26,18486,4217808
2076,34,8662,4217907
517,2,1619,4217956
9462,99,39155,4218004
1121,19,5343,4218103
11246,99,44977,4218202
956,18,7941,4218251
3391,75,19366,4218301
1100,13,3966,4218350
1507,17,7093,4218400
1298,17,7991,4218509
1705,28,7434,4218608
26327,516,106422,4218707
1490,10,4525,4218756
3330,36,12990,4218806
560,12,2412,4218855
758,27,11273,4218905
345,3,2459,4218954
5189,73,21344,4219002
375,9,3571,4219101
859,4,2432,4219150
1252,9,4451,4219176
1084,13,6329,4219200
16153,127,53610,4219309
744,13,4943,4219358
602,5,3998,4219408
13165,195,51642,4219507
607,5,3903,4219606
7938,125,28983,4219705
1144,14,3398,4219853
256,5,2380,2800100
2410,40,21681,2800209
128400,2435,664908,2800308
1293,22,9947,2800407
2112,49,18686,2800506
7076,100,30930,2800605
2699,68,26899,2800670
463,13,8353,2800704
2206,29,18218,2801009
352,7,4006,2801108
2543,48,30402,2801207
2885,45,34514,2801306
2244,48,22239,2801405
1080,40,16937,2801504
1035,20,5913,2801603
618,30,18029,2801702
299,4,3998,2801900
856,12,5215,2802007
7724,176,69556,2802106
246,7,5601,2802205
1737,36,15556,2802304
678,17,11601,2802403
378,10,3384,2802502
552,7,5824,2802601
389,18,8521,2802700
517,30,18149,2802809
13247,258,96142,2802908
3029,73,42166,2803005
214,2,4886,2803104
3163,70,34709,2803203
1506,55,18907,2803302
433,23,13429,2803401
7864,222,105221,2803500
1905,57,30080,2803609
673,8,6961,2803708
331,7,3699,2803807
1118,30,12653,2803906
1164,42,17271,2804003
1204,14,11348,2804102
892,13,15175,2804201
317,16,7639,2804300
1417,42,18703,2804409
834,18,8809,2804458
2792,79,37324,2804508
2138,50,26795,2804607
496,12,6496,2804706
18147,580,185706,2804805
832,25,14540,2804904
281,8,3285,2805000
677,18,9665,2805109
347,20,6627,2805208
760,28,9359,2805307
1104,32,35122,2805406
2197,50,23867,2805505
1689,37,28693,2805604
3683,80,29692,2805703
1496,35,19809,2805802
733,18,10284,2805901
1800,34,18773,2806008
891,20,11008,2806107
1693,44,20025,2806206
759,13,14121,2806305
628,15,7844,2806404
364,8,3923,2806503
696,19,12151,2806602
9941,244,91093,2806701
906,31,11207,2806800
324,12,3781,2806909
457,5,3947,2807006
3379,89,40606,2807105
850,12,8970,2807204
406,10,3249,2807303
4754,99,52530,2807402
1096,27,13535,2807501
2139,41,25550,2807600
2908,46,16220,1300029
2403,18,11736,1300060
2046,10,13956,1300086
1930,33,21477,1300102
1577,33,22359,1300144
2855,10,20398,1300201
3223,96,40290,1300300
4501,60,27638,1300409
2619,64,32483,1300508
2892,88,43935,1300607
2296,34,20093,1300631
1239,13,19626,1300680
2678,27,34635,1300706
2523,70,41748,1300805
706,22,13283,1300839
1475,10,15807,1300904
6732,57,28508,1301001
4600,87,38348,1301100
1028,25,30846,1301159
9678,236,85910,1301209
2647,25,29168,1301308
4218,34,35700,1301407
2717,13,20393,1301506
1628,44,17005,1301605
1696,29,16937,1301654
8176,151,56144,1301704
5505,19,30436,1301803
9010,168,49011,1301852
10901,316,102701,1301902
965,9,7814,1301951
3097,43,9230,1302009
1051,11,2251,1302108
1014,16,15106,1302207
4065,36,13886,1302306
7061,80,46882,1302405
9647,406,98502,1302504
1879,53,33049,1302553
206015,9504,2219580,1302603
4952,103,56583,1302702
2576,23,18261,1302801
5005,130,65040,1302900
1929,38,21443,1303007
2642,69,38026,1303106
2420,33,19928,1303205
2046,31,26046,1303304
10155,358,115363,1303403
2768,22,19522,1303502
6306,111,37193,1303536
4910,85,34106,1303569
2790,54,25865,1303601
1869,45,21243,1303700
8500,110,46303,1303809
5356,66,40073,1303908
1660,19,14352,1303957
1392,22,9230,1304005
3431,126,67182,1304062
1977,24,17015,1304104
9963,200,59547,1304203
1475,39,18897,1304237
1976,26,13690,1304260
2545,54,16130,1304302
2744,36,23585,1304401
1424,13,9187,1600105
1852,14,11306,1600204
874,7,6101,1600212
1566,7,7967,1600238
550,3,5617,1600253
8401,95,51362,1600279
61993,1500,512902,1600303
3195,24,22053,1600402
6430,51,27906,1600501
3514,13,17067,1600154
2115,27,22452,1600535
393,6,5246,1600550
26116,201,123096,1600600
1336,5,5488,1600055
1966,14,17769,1600709
3937,28,16254,1600808
330,8,2594,1700251
720,14,6892,1700301
853,24,5346,1700350
239,5,6979,1700400
1540,30,8396,1700707
1773,28,9492,1701002
239,5,3454,1701051
398,13,4848,1701101
578,11,5731,1701309
803,18,7155,1701903
979,22,8467,1702000
37979,550,183381,1702109
592,16,5793,1702158
2756,74,36170,1702208
561,12,6616,1702307
1171,13,10534,1702406
1996,32,18643,1702554
387,7,3783,1702703
1119,21,9787,1702901
886,8,10666,1703008
552,8,3592,1703057
169,7,4632,1703073
803,20,5651,1703107
653,13,4448,1703206
185,3,5008,1703305
256,6,2211,1703602
703,17,5519,1703701
1356,23,11497,1703800
128,2,2284,1703826
456,6,10312,1703842
924,18,4441,1703867
278,6,2603,1703883
644,6,4130,1703891
618,14,5442,1703909
217,7,2936,1704105
193,2,3331,1705102
185,3,1410,1704600
8051,158,35851,1705508
953,29,8141,1716703
1044,16,4861,1705557
437,12,4087,1705607
612,8,5639,1706001
593,17,7278,1706100
183,0,1735,1706258
762,13,6174,1706506
2121,41,22424,1707009
912,11,6943,1707108
832,20,7185,1707207
445,10,4686,1707306
754,21,11139,1707405
692,10,3830,1707553
955,20,5243,1707652
706,13,8874,1707702
3441,67,18399,1708205
395,7,5130,1708304
1142,17,13095,1709005
3443,80,26165,1709302
15364,280,87545,1709500
181,4,2052,1709807
1013,16,7452,1710508
686,17,5832,1710706
490,8,3795,1710904
517,3,2420,1711100
337,13,3878,1711506
158,2,2184,1711803
2477,27,13676,1711902
300,8,4393,1711951
198,5,3167,1712009
180,0,1954,1712157
161,4,3733,1712405
226,2,3154,1712454
434,13,5254,1712504
221,1,2729,1712702
501,4,3448,1712801
2215,54,17936,1713205
2671,59,13493,1713304
671,12,8066,1713601
181,6,2295,1713700
571,2,3587,1713957
1254,24,9250,1714203
560,7,3834,1714302
1194,50,11917,1714880
470,13,4304,1715002
459,7,4397,1715101
159,7,2332,1715150
284,3,2745,1715259
162,1,1118,1715507
54774,681,306296,1721000
514,8,6131,1715705
665,6,6745,1713809
1428,29,7676,1715754
8560,188,51891,1716109
726,13,10437,1716208
426,8,4867,1716307
2236,31,13773,1716505
1075,22,11873,1716604
638,12,5512,1716653
379,6,4430,1717008
265,1,3033,1717206
559,8,7743,1717503
414,11,4591,1717800
1065,17,8116,1717909
205,2,3170,1718006
10431,212,53316,1718204
364,9,8498,1718303
360,10,3676,1718402
286,5,2717,1718451
320,7,4342,1718501
547,10,4684,1718550
248,2,2171,1718659
482,8,2856,1718709
436,3,6488,1718758
681,10,4794,1718808
432,9,3373,1718840
849,13,7595,1718865
521,3,3486,1718881
339,2,2386,1718899
398,7,4846,1718907
293,7,2897,1719004
216,5,2530,1720002
934,9,5391,1720101
165,3,1598,1720150
722,17,12294,1720200
224,4,3094,1720259
577,8,4852,1720309
595,17,3904,1720499
1089,24,5428,1720655
738,10,8997,1720804
319,3,1986,1720853
533,8,2602,1708254
1557,31,16825,1720903
205,0,2166,1720937
372,2,2812,1720978
1013,13,7617,1721109
2638,57,22845,1721208
223,2,1922,1721257
199,3,2729,1721307
1433,21,11734,1722081
2458,36,11520,1722107
4102,148,35111,3500105
623,19,3554,3500204
3622,113,36648,3500303
669,29,8221,3500402
2088,52,18808,3500501
607,19,6109,3500550
461,12,3521,3500600
4772,110,37401,3500709
686,12,6129,3500758
282,15,4184,3500808
312,17,4186,3500907
1035,55,16203,3501004
401,21,4088,3501103
1637,53,18767,3501152
626,16,3647,3501202
2507,79,24998,3501301
292,9,5274,3501400
145,9,3237,3501509
27267,848,242018,3501608
4344,99,41032,3501707
1172,35,5981,3501806
7864,220,72677,3501905
389,5,5056,3502002
6913,281,57202,3502101
3175,78,25479,3502200
333,11,6819,3502309
385,7,4144,3502408
2894,116,36185,3502507
849,21,4158,3502606
1776,85,24226,3502705
2215,72,22860,3502754
30529,932,198129,3502804
3100,91,34776,3502903
368,18,5655,3503000
657,21,6365,3503109
271,4,2460,3503158
24253,540,238339,3503208
18528,401,135506,3503307
177,8,1773,3503356
1010,20,8613,3503406
367,2,3896,3503505
1417,23,11158,3503604
1014,29,9761,3503703
5599,144,55340,3503802
8751,340,91157,3503901
213,9,1818,3503950
12854,414,105087,3504008
12734,289,144088,3504107
2118,76,15253,3504206
493,12,5436,3504305
1230,43,13859,3504404
11850,280,91232,3504503
4173,85,17761,3504602
370,4,5934,3504701
1817,67,9139,3504800
1134,4,10993,3504909
519,11,3498,3505005
778,21,7468,3505104
3214,133,35558,3505203
4846,117,36126,3505302
451,6,5760,3505351
737,23,7632,3505401
17815,589,122833,3505500
1710,72,33180,3505609
35578,1164,276982,3505708
2154,50,20953,3505807
6449,177,62980,3505906
53743,1242,379297,3506003
4911,316,77555,3506102
363,5,3005,3506201
916,33,11158,3506300
6698,173,64723,3506359
958,23,8117,3506409
18364,612,124883,3506508
1558,108,32936,3506607
1746,21,15018,3506706
1365,35,12452,3506805
983,23,11921,3506904
6695,195,62170,3507001
2487,32,25985,3507100
259,7,3984,3507159
127,1,838,3507209
997,24,4868,3507308
1716,53,16164,3507407
281,4,2683,3507456
18932,333,148130,3507506
23504,590,170533,3507605
620,24,5741,3507704
405,13,2889,3507753
2862,79,25277,3507803
2369,69,24636,3507902
2656,93,19965,3508009
2814,77,17281,3508108
355,10,4514,3508207
461,9,4243,3508306
5071,142,50429,3508405
9016,285,95018,3508504
2775,46,33581,3508603
1467,39,19009,3508702
835,51,17843,3508801
322,8,4193,3508900
9762,336,102775,3509007
420,11,5946,3509106
5466,245,77934,3509205
4722,105,28494,3509254
1102,32,10596,3509304
1993,58,26393,3509403
623,25,6057,3509452
117161,4618,1213792,3509502
6436,285,85541,3509601
6078,146,52405,3509700
310,10,4997,3509809
904,32,12541,3509908
222,4,5204,3509957
4572,165,31346,3510005
142,7,2799,3510104
878,25,5292,3510153
6111,160,47118,3510203
1668,38,20985,3510302
5879,112,56379,3510401
18779,471,123389,3510500
34229,1182,403183,3510609
1699,65,12349,3510708
3295,106,30520,3510807
253,1,2505,3510906
2413,89,21267,3511003
15816,628,122497,3511102
877,39,7855,3511201
1346,30,9346,3511300
2179,50,20191,3511409
6581,161,49802,3511508
2388,69,18375,3511607
1584,45,17367,3511706
1429,49,12418,3557204
968,22,8757,3511904
1682,69,18535,3512001
691,14,6216,3512100
2916,84,28273,3512209
2466,73,18019,3512308
5925,102,24826,3512407
781,20,6129,3512506
664,25,4635,3512605
415,7,4064,3512704
7927,174,73474,3512803
797,41,7298,3512902
16827,667,253608,3513009
2205,98,35579,3513108
1295,17,8718,3513207
198,6,2046,3513306
6752,104,82571,3513405
13595,505,131626,3513504
979,14,21459,3513603
4255,87,33910,3513702
26682,1454,426757,3513801
196,5,1799,3513850
1382,48,11086,3513900
617,10,9010,3514007
1837,43,27512,3514106
249,7,2112,3514205
999,19,8878,3514304
5923,268,47043,3514403
1130,28,12433,3514502
1566,24,10023,3514601
807,25,6064,3514700
1671,26,15544,3514809
1527,36,17936,3514908
579,8,3697,3514924
123,10,2449,3514957
10698,619,276535,3515004
5189,216,69901,3515103
372,8,3227,3515129
2705,57,21249,3515152
5004,109,44471,3515186
476,9,4878,3515194
815,33,11407,3557303
1539,30,8419,3515202
383,6,2770,3515301
505,15,9325,3515350
2339,51,16070,3515400
12731,358,69402,3515509
893,11,5794,3515608
240,1,1727,3515657
10449,504,196500,3515707
131,7,1430,3515806
262,7,2900,3515905
1319,34,14790,3516002
386,12,2653,3516101
38485,961,355901,3516200
12219,453,177633,3516309
13264,397,156492,3516408
325,6,2776,3516507
596,18,6482,3516606
5617,142,44409,3516705
207,16,4860,3516804
1352,23,4815,3516853
1121,41,10862,3516903
1129,33,11447,3517000
588,21,4829,3517109
1371,24,12294,3517208
586,9,5785,3517307
5780,223,41040,3517406
2054,80,21775,3517505
2313,87,17025,3517604
2572,105,21308,3517703
888,23,8290,3517802
1389,28,11287,3517901
228,5,1998,3518008
292,20,6675,3518107
4226,113,33100,3518206
2332,104,30136,3518305
11531,310,122505,3518404
3425,34,18887,3518503
4236,106,40487,3518602
22606,1312,322750,3518701
65881,5001,1392121,3518800
497,23,7709,3518859
591,30,5307,3518909
1173,25,9588,3519006
2104,14,15272,3519055
26037,769,234259,3519071
1562,28,11858,3519105
668,16,6295,3519204
287,20,9517,3519253
3992,103,35472,3519303
2071,42,12518,3519402
802,33,7841,3519501
9965,284,60600,3519600
5237,142,79479,3519709
1238,29,8304,3519808
958,27,8194,3519907
3052,70,24749,3520004
1382,93,30614,3520103
2149,35,9583,3520202
2735,114,30989,3520301
7428,43,35591,3520400
1401,46,11362,3520426
2918,101,26788,3520442
128,0,,
27641,737,256223,3520509
253,10,4879,3520608
418,13,3886,3520707
520,16,4019,3520806
2330,45,15069,3520905
3170,59,37964,3521002
767,21,7687,3521101
1085,27,5476,3521150
597,6,4199,3521200
2138,63,16604,3521309
4721,100,24614,3521408
956,29,8048,3521507
731,36,8325,3521606
2411,67,17480,3521705
3042,75,27382,3521804
2615,57,15297,3521903
554,8,3887,3522000
6973,335,103102,3522109
285,8,3330,3522158
8693,470,177662,3522208
17632,559,165526,3522307
11728,438,94804,3522406
12744,706,240961,3522505
9815,320,75234,3522604
563,4,4268,3522653
5744,164,43331,3522703
1881,51,15173,3522802
1613,41,14147,3522901
313,14,4951,3523008
20336,1059,375011,3523107
6353,251,50642,3523206
1396,45,17598,3523305
12985,216,122581,3523404
2872,58,20921,3523503
1660,38,18387,3523602
324,8,6543,3523701
614,22,7852,3523800
23050,516,175568,3523909
6761,147,62813,3524006
2890,151,42045,3524105
578,22,6946,3524204
7427,118,77652,3524303
25484,770,235416,3524402
1354,29,7196,3524501
1705,53,17889,3524600
6968,125,58722,3524709
7253,272,49201,3524808
421,13,6717,3524907
8226,333,126356,3525003
4236,140,44970,3525102
3104,76,30617,3525201
13850,553,151881,3525300
354,3,3151,3525409
1227,7,13338,3525508
664,12,4551,3525607
6014,149,37366,3525706
343,14,4800,3525805
537,8,3418,3525854
54912,1604,423006,3525904
2248,93,20831,3526001
2019,61,18718,3526100
1787,77,31646,3526209
241,16,4889,3526308
4667,119,28785,3526407
944,17,12285,3526506
342,5,7311,3526605
14175,426,104346,3526704
12266,186,68990,3526803
27584,1141,308482,3526902
860,17,8092,3527009
9666,291,78503,3527108
5394,142,89125,3527207
299,6,2300,3527256
5450,107,49993,3527306
1947,60,21886,3527405
346,6,2403,3527504
2162,35,15292,3527603
294,11,5855,3527702
267,8,4596,3527801
229,6,2636,3527900
2834,60,17214,3528007
1016,18,8147,3528106
463,26,3692,3528205
383,10,3102,3528304
4466,71,47441,3528403
6802,240,101937,3528502
991,23,9910,3528601
114,4,5948,3528700
2151,46,14036,3528809
501,15,3064,3528858
289,9,4091,3528908
31797,983,240590,3529005
231,5,2106,3529104
1974,84,26628,3529203
5574,210,83626,3529302
32330,1563,477552,3529401
978,31,5565,3529500
364,30,3824,3529609
291,5,1905,3529658
1513,95,22355,3529708
1458,32,12966,3529807
2384,76,19643,3529906
357,13,3106,3530003
2227,106,29706,3530102
1277,44,18338,3530201
10010,283,60303,3530300
761,18,4919,3530409
6034,241,68980,3530508
34478,1726,450785,3530607
20340,608,153033,3530706
12315,362,93650,3530805
463,10,3508,3530904
251,6,2267,3531001
2341,92,57648,3531100
691,16,8111,3531209
6623,193,50772,3531308
3066,89,25373,3531407
2366,26,18968,3531506
689,17,4166,3531605
283,9,4696,3531704
7198,142,60754,3531803
4646,102,33288,3531902
1080,28,13781,3532009
363,9,4795,3532058
426,19,4506,3532108
243,7,3179,3532157
891,21,4904,3532207
225,13,6642,3532306
1664,49,18698,3532405
1421,43,8923,3532504
1495,50,11527,3532603
508,15,5298,3532702
1170,25,7068,3532801
890,44,9860,3532827
304,6,1852,3532843
112,3,1278,3532868
829,29,11355,3532900
3316,76,21689,3533007
219,4,2325,3533106
551,7,4053,3533205
306,12,5945,3533254
386,13,4160,3533304
7335,221,60956,3533403
6067,218,41414,3533502
408,10,7478,3533601
441,4,4291,3533700
156,5,2471,3533809
10585,273,55130,3533908
928,27,4422,3534005
422,25,6542,3534104
1336,18,7194,3534203
4730,120,44360,3534302
46094,2721,699944,3534401
341,8,2603,3534500
4595,119,33000,3534609
15458,510,114352,3534708
1419,45,10539,3534757
1021,29,8620,3534807
1413,40,14263,3534906
672,40,13123,3535002
1661,45,13486,3535101
981,22,9227,3535200
2898,71,22272,3535309
1916,57,15862,3535408
5269,157,45945,3535507
1264,49,18263,3535606
566,24,6496,3535705
2142,74,20395,3535804
537,23,4095,3535903
1550,39,10949,3536000
807,15,6508,3536109
2468,64,19723,3536208
473,17,2169,3536257
1133,34,14807,3536307
856,20,7454,3536406
15725,306,112003,3536505
202,5,1834,3536570
671,36,8959,3536604
5205,123,47111,3536703
238,4,6110,3536802
289,9,2481,3536901
370,20,16811,3537008
4520,112,48463,3537107
443,8,3101,3537156
449,16,11421,3537206
7373,252,63757,3537305
2737,104,25677,3537404
1182,24,8773,3537503
7142,238,69001,3537602
819,10,6038,3537701
6209,160,55542,3537800
3072,81,29402,3537909
15248,433,170132,3538006
1949,55,17216,3538105
1368,9,15388,3538204
245,8,3699,3538303
362,18,13575,3538501
3674,54,27462,3538600
64520,1398,407252,3538709
2038,86,29869,3538808
2478,62,25719,3538907
1784,67,11471,3539004
1667,22,19178,3539103
3066,73,27754,3539202
9127,259,76877,3539301
1496,43,13765,3539400
5480,164,40080,3539509
649,11,5304,3539608
406,11,3578,3539707
9036,413,118349,3539806
906,18,6113,3539905
1005,41,22172,3540002
359,12,3400,3540101
5150,165,50852,3540200
210,15,4674,3540259
440,8,2577,3540309
345,13,4152,3540408
943,21,10067,3540507
9285,149,53402,3540606
7768,169,56504,3540705
2068,39,25130,3540754
3146,80,17516,3540804
131,3,4212,3540853
2008,39,21873,3540903
28091,1037,330845,3541000
883,13,5317,3541059
286,8,4080,3541109
1353,43,13023,3541208
3345,126,44389,3541307
32404,918,230371,3541406
3811,115,39583,3541505
5567,108,40828,3541604
240,8,3854,3541653
1739,30,14210,3541703
489,3,3460,3541802
1010,23,13606,3541901
583,30,6688,3542008
1100,11,9101,3542107
4183,93,29726,3542206
117,5,3839,3542305
760,64,20394,3542404
331,21,9837,3542503
6625,222,56393,3542602
724,10,7679,3542701
461,6,3330,3542800
1073,29,13299,3542909
2027,60,16211,3543006
343,4,4752,3543105
93,6,2224,3543238
701,23,4539,3543204
528,26,7679,3543253
9234,353,124159,3543303
87918,3012,711825,3543402
475,12,3640,3543600
626,33,10812,3543709
660,17,9961,3543808
12808,587,208008,3543907
3659,105,35738,3544004
2225,94,51436,3544103
2015,31,12689,3544202
551,31,5443,3543501
1647,44,16281,3544251
1636,28,10801,3544301
237,10,3162,3544400
428,11,3170,3544509
287,27,5614,3544608
264,4,2430,3544707
535,30,6407,3544806
1835,31,11998,3544905
671,54,17252,3545001
361,21,5337,3545100
1133,20,8393,3545159
17028,433,119736,3545209
4385,179,45860,3545308
1235,17,9364,3545407
435,12,4354,3545506
1696,58,15561,3545605
631,26,6022,3545704
23359,804,194390,3545803
1223,35,14857,3546009
282,18,2113,3546108
682,13,4544,3546207
198,4,2153,3546256
3944,122,34737,3546306
6805,172,47943,3546405
561,17,5588,3546504
5108,128,32563,3546603
3906,76,27381,3546702
6316,266,57966,3546801
721,23,8854,3546900
839,8,6236,3547007
282,9,2943,3547106
57,3,1467,3547205
15965,393,142301,3547304
299,11,2487,3547403
1766,41,27600,3547502
2443,46,26753,3547601
224,7,1552,3547650
1978,64,20866,3547700
67541,3191,721368,3547809
527,21,6977,3547908
3132,55,23529,3548005
637,34,8481,3548054
570,21,5940,3548104
742,8,6827,3548203
199,6,3135,3548302
567,18,4817,3548401
