confirmed,deaths,estimated_population,city_ibge_code
62487,2275,433656,3548500
806,13,10893,3548609
73177,3360,844483,3548708
20432,964,161957,3548807
27394,536,254484,3548906
319,13,2817,3549003
9538,312,91771,3549102
221,10,2561,3549201
178,7,1932,3549250
192,1,2100,3549300
6548,169,52319,3549409
320,18,8960,3549508
303,4,4144,3549607
4195,155,55124,3549706
96187,2824,464983,3549805
93456,1968,729737,3549904
685,38,15978,3549953
948,27,10690,3550001
5673,153,41123,3550100
2129,76,33002,3550209
976214,39352,12325232,3550308
5816,105,35980,3550407
992,13,7696,3550506
7032,107,92060,3550605
8112,172,90328,3550704
1181,33,12159,3550803
1226,29,15385,3550902
19187,1335,368355,3551009
515,7,10390,3551108
127,19,3630,3551207
234,7,3554,3551306
1382,16,14981,3551405
5283,112,45644,3551504
3070,74,29452,3551603
20126,500,127142,3551702
1981,44,12780,3551801
2281,73,17661,3551900
554,6,6339,3552007
4461,76,41352,3552106
77573,2856,687357,3552205
949,16,7728,3552304
28589,862,286211,3552403
375,12,4014,3552551
24015,965,300559,3552502
1923,60,12485,3552601
2062,60,16644,3552700
18739,948,293652,3552809
839,26,6329,3552908
2623,38,14141,3553005
402,12,6320,3553104
913,14,5564,3553203
2510,50,23232,3553302
4876,116,26101,3553401
859,10,7766,3553500
1769,35,12950,3553609
371,11,2813,3553658
6722,209,57364,3553708
3840,110,23256,3553807
541,20,5911,3553856
884,30,7540,3553906
1783,53,15183,3553955
12478,463,122967,3554003
29107,1013,317915,3554102
143,9,4491,3554201
3001,51,23273,3554300
1178,33,9437,3554409
4373,119,42517,3554508
175,9,2652,3554607
187,11,2422,3554656
1706,22,10056,3554706
223,3,1738,3554755
2739,57,47714,3554805
887,35,5832,3554904
489,3,6977,3554953
7204,275,65570,3555000
1709,49,15583,3555109
185,4,2020,3555208
213,5,1696,3555307
1083,18,6400,3555356
8110,136,91824,3555406
568,11,4804,3555505
1467,30,10151,3555604
230,6,1865,3555703
1418,41,9120,3555802
172,5,1153,3555901
887,47,13888,3556008
2543,69,13532,3556107
15355,430,131210,3556206
3128,82,26822,3556305
416,10,10692,3556354
3276,106,43110,3556404
3340,112,53468,3556453
9443,266,123071,3556503
666,38,10823,3556602
10723,215,80111,3556701
2137,93,19017,3556800
1161,20,8989,3556909
250,9,1846,3556958
11730,529,123599,3557006
16382,462,95338,3557105
269,10,2752,3557154
300,12,8710,2900108
1162,11,20347,2900207
575,21,15187,2900306
1098,27,17126,2900355
206,13,17033,2900405
505,12,4416,2900603
14610,325,152327,2900702
1791,30,22490,2900801
647,11,5366,2900900
3240,57,37441,2901007
2445,51,25048,2901106
964,13,16090,2901155
1152,30,21607,2901205
952,10,13132,2901304
977,17,14503,2901353
862,20,13938,2901403
532,2,11297,2901502
1319,13,19479,2901601
636,11,11677,2901700
918,10,11878,2901809
676,19,17788,2901908
777,11,7302,2901957
718,17,12208,2902054
914,18,13045,2902005
3853,55,54648,2902104
694,14,11461,2902203
791,15,10961,2902252
499,12,8837,2902302
1094,35,11299,2902401
983,20,13929,2902500
1043,19,20449,2902609
1195,9,13240,2902658
2278,66,53910,2902708
2867,33,20392,2902807
2340,36,31209,2902906
856,17,13833,2903003
416,7,5612,2903102
20234,332,156975,2903201
940,14,15054,2903235
948,27,16105,2903276
658,12,5448,2903300
1260,26,23437,2903409
991,18,17109,2903508
620,7,15984,2903607
1039,22,12329,2903706
291,11,18531,2903805
6238,98,69662,2903904
489,9,9823,2903953
674,9,14446,2904001
1091,14,16884,2904050
895,21,21497,2904100
459,5,10129,2904209
873,12,14222,2904308
158,11,10618,2904407
329,8,10130,2904506
9772,199,67335,2904605
1445,46,18306,2904704
874,24,21276,2904753
959,15,6488,2904803
796,5,18911,2904852
1770,32,33567,2904902
2783,21,23291,2905008
519,7,9058,2905107
785,11,14608,2905156
4065,43,51081,2905206
999,24,18513,2905305
1585,17,18427,2905404
576,6,13391,2905503
3075,88,32006,2905602
25474,631,304302,2905701
2510,58,35382,2905800
1093,37,28820,2905909
5378,76,71487,2906006
486,10,9703,2906105
1522,39,26325,2906204
1566,74,30906,2906303
661,3,8181,2906402
8372,195,87458,2906501
792,16,14368,2906600
2073,53,25053,2906709
1001,39,34882,2906808
850,17,16753,2906824
979,18,11616,2906857
3939,36,30862,2906873
365,6,8801,2906899
1528,16,22093,2906907
401,6,9346,2907004
1416,33,29070,2907103
2959,72,72545,2907202
2252,41,26318,2907301
238,1,3599,2907400
6680,101,54970,2907509
274,7,9316,2907558
501,18,17280,2907608
349,13,11200,2907707
2411,47,32576,2907806
1085,15,17352,2907905
1918,48,16549,2908002
1018,18,18807,2908101
1796,33,22762,2908200
2678,28,17165,2908309
8435,46,67013,2908408
3485,39,33398,2908507
1105,17,26035,2908606
1420,31,17178,2908705
296,6,4045,2908804
1893,22,22495,2908903
741,6,8642,2909000
1185,17,14149,2909109
1390,18,15717,2909208
3426,49,32191,2909307
806,23,13769,2909406
468,2,5351,2909505
445,16,21163,2909604
948,10,13947,2909703
5518,69,63591,2909802
1443,32,34886,2909901
964,20,10525,2910008
5913,161,82432,2910057
1079,16,12240,2910107
392,7,4065,2910206
593,9,8126,2910305
720,20,16446,2910404
1856,47,41901,2910503
332,5,10560,2900504
2150,35,37578,2910602
3639,62,60858,2910701
13160,232,114396,2910727
1225,14,17845,2910750
345,6,5661,2910776
59439,1074,619609,2910800
1065,30,16345,2910859
465,11,5629,2910909
850,19,10575,2911006
1529,32,25857,2911105
3062,58,32596,2911204
427,2,4440,2911253
609,12,11259,2911303
1212,26,15234,2911402
768,18,6985,2911501
1229,18,20762,2911600
371,5,6646,2911659
11260,134,84928,2911709
1551,44,20700,2911808
1033,13,12987,2911857
1965,42,24121,2911907
1087,5,9031,2912004
2288,64,21378,2912103
1026,11,19786,2912202
1273,28,16230,2912301
1033,13,18319,2912400
1303,22,14947,2912509
151,6,4046,2912608
1786,39,23404,2912707
1183,18,8690,2912806
2379,42,14882,2912905
831,11,16403,2913002
1498,26,17080,2913101
1363,50,27003,2913200
467,4,6220,2913309
519,24,15650,2913408
795,14,13091,2913457
1174,39,26963,2913507
22296,579,159923,2913606
12439,304,,
2605,43,40333,2913705
489,13,14354,2913804
3368,84,45922,2913903
2635,68,59435,2914000
271,6,9911,2914109
344,2,7279,2914208
450,15,8197,2914307
1806,19,25478,2914406
2023,29,29173,2914505
10454,151,73524,2914604
1923,72,30747,2914653
7645,151,64646,2914703
34822,712,213685,2914802
1257,27,28684,2914901
420,11,16110,2915007
969,23,12242,2915106
1247,29,14452,2915205
697,15,6825,2915304
671,8,14542,2915353
410,6,6596,2915403
2781,55,20398,2915502
8019,159,64455,2915601
557,11,8003,2915700
1921,20,22754,2915809
323,8,6436,2915908
1408,40,19316,2916005
1426,38,22337,2916104
825,29,8526,2916203
733,25,10215,2916302
6206,152,76795,2916401
1629,24,35883,2916500
933,15,10298,2916609
698,9,8347,2916708
731,28,19843,2916807
857,26,14539,2916856
1005,25,12528,2916906
1696,39,36116,2917003
3370,34,20388,2917102
1937,26,19030,2917201
1896,51,28740,2917300
945,12,11016,2917334
751,10,8277,2917359
820,18,14850,2917409
7262,110,80635,2917508
6169,64,54673,2917607
2260,50,33746,2917706
1039,21,18981,2917805
639,13,10726,2917904
18159,397,156126,2918001
2257,47,40651,2918100
1049,27,14557,2918209
1001,30,10808,2918308
1792,51,25402,2918357
18752,417,218162,2918407
918,11,8988,2918456
710,11,15262,2918506
663,11,5768,2918555
368,9,5976,2918605
438,6,3693,2918704
859,10,15770,2918753
1928,33,24032,2918803
490,8,3975,2918902
299,1,3758,2919009
703,14,8577,2919058
435,8,8191,2919108
2318,35,27274,2919157
24016,532,201635,2919207
1093,18,11499,2919306
456,10,12373,2919405
3336,69,46062,2919504
13430,152,90162,2919553
842,9,11332,2919603
925,24,18909,2919702
2416,24,50161,2919801
336,9,7787,2919900
2899,47,21432,2919926
294,7,2764,2919959
940,13,10206,2920007
1350,16,18602,2920106
617,22,16861,2920205
449,9,8359,2920304
1333,33,13087,2920403
219,8,13734,2920452
3739,72,20393,2920502
2399,49,44793,2920601
1795,19,20617,2920700
579,19,10380,2920809
853,23,13717,2920908
4498,70,47126,2921005
461,9,12283,2921054
2899,59,22716,2921104
2697,33,25894,2921203
657,7,10893,2921302
556,9,18474,2921401
535,8,8447,2921450
1537,64,49278,2921500
341,14,8497,2921609
2655,29,35440,2921708
966,13,12052,2921807
573,11,8889,2921906
4095,69,42251,2922003
637,12,10673,2922052
904,8,26970,2922102
932,3,7443,2922201
668,8,11417,2922250
2432,29,29410,2922300
2315,27,22282,2922409
2752,53,28594,2922508
686,16,14079,2922607
682,30,13164,2922656
736,22,16472,2922706
734,5,7821,2922730
607,22,6554,2922755
751,9,8279,2922805
213,4,9123,2922854
857,27,26998,2922904
3083,51,43783,2923001
502,10,12522,2923035
655,8,15443,2923050
1467,24,28304,2923100
1152,17,21810,2923209
552,10,8570,2923308
1715,15,17511,2923357
1026,18,21796,2923407
362,10,9071,2923506
685,20,21695,2923605
1649,32,32141,2923704
1460,31,29058,2923803
1009,25,9686,2923902
8950,238,118516,2924009
1697,9,13556,2924058
352,3,7394,2924108
551,9,16682,2924207
1396,30,16984,2924306
803,23,35175,2924405
904,11,16285,2924504
1644,31,20098,2924603
962,8,10394,2924652
934,12,10036,2924678
997,9,10475,2924702
763,15,24964,2924801
630,9,9370,2924900
1940,33,26426,2925006
4057,83,46879,2925105
4194,52,39972,2925204
690,12,14819,2925253
13068,246,150658,2925303
544,12,6916,2925402
2345,58,28194,2925501
1520,26,15160,2925600
723,13,12179,2925709
1858,41,28004,2925758
1641,44,25433,2925808
501,21,27626,2925907
835,8,8956,2925931
1302,25,22633,2925956
2710,77,41170,2926004
1659,13,14495,2926103
1497,45,22334,2926202
4790,49,33468,2926301
1847,41,35593,2926400
1064,9,14612,2926509
5465,72,53956,2926608
467,10,5343,2926657
742,7,12932,2926707
1042,17,15448,2926806
323,11,11663,2926905
3120,47,40976,2927002
345,7,9442,2927101
2706,33,30857,2927200
1510,21,15862,2927309
238447,8082,2886698,2927408
1558,23,20883,2927507
975,21,14063,2927606
3144,35,27922,2927705
670,9,6278,2927804
690,12,10606,2927903
3425,52,37531,2928000
1183,32,12449,2928059
3366,63,39775,2928109
647,44,26705,2928208
713,12,8966,2928307
2727,39,28481,2928406
663,11,10464,2928505
3256,89,60131,2928604
13345,169,102380,2928703
4620,65,53269,2928802
3436,50,34266,2928901
1067,12,9072,2928950
3428,31,21080,2929107
1012,8,14762,2929008
1131,28,15468,2929057
3801,69,40245,2929206
1809,15,18789,2929255
2519,35,37942,2929305
753,8,5608,2929354
519,2,10505,2929370
894,8,11704,2929404
3607,94,44430,2929503
1925,24,17409,2929602
842,15,17302,2929701
643,19,12105,2929750
656,4,12943,2929800
6241,91,44234,2929909
497,9,11512,2930006
5254,87,79424,2930105
1220,47,40989,2930204
879,32,31416,2930154
562,17,17321,2930303
884,20,14699,2930402
7798,102,81286,2930501
1138,13,13446,2930600
9501,238,135783,2930709
231,10,13059,2930758
593,11,9701,2930766
2201,61,23233,2930774
988,22,17050,2930808
293,11,12516,2930907
1484,26,20393,2931004
1093,14,17443,2931053
834,17,7928,2931103
1241,34,21253,2931202
659,6,16974,2931301
19898,318,162438,2931350
323,8,7359,2931400
1050,21,22555,2931509
1022,10,15022,2931608
914,25,13025,2931707
790,17,16189,2931806
3641,64,50798,2931905
3054,57,24113,2932002
1290,30,19877,2932101
1297,43,18847,2932200
2065,50,27263,2932309
1009,25,13891,2932408
777,10,19402,2932457
1690,46,18544,2932507
858,9,16665,2932606
2090,74,20413,2932705
1693,17,19256,2932804
8035,144,97233,2932903
2858,28,28800,2933000
1160,10,14121,2933059
543,5,9210,2933109
927,11,12625,2933158
657,6,8785,2933174
1795,79,43716,2933208
665,19,6153,2933257
36333,633,341128,2933307
972,9,9344,2933406
1075,30,12180,2933455
1977,31,20978,2933505
3095,84,46523,2933604
1997,44,8958,5200050
590,46,20461,5200100
3232,68,22546,5200134
241,4,2516,5200159
431,10,5793,5200175
208,4,1830,5200209
9857,355,217698,5200258
3911,102,28010,5200308
332,11,1986,5200506
1260,14,6605,5200555
976,9,7688,5200605
913,16,8705,5200803
142,2,3845,5200829
877,25,6164,5200852
398,9,3069,5200902
52852,1787,391772,5201108
108,7,1160,5201207
3509,72,21981,5201306
97514,1777,590146,5201405
270,4,2474,5201454
481,11,4232,5201504
547,20,3486,5201603
3259,80,20273,5201702
1665,30,10496,5201801
757,30,7783,5202155
432,9,2536,5202353
801,19,10110,5202502
382,13,3058,5202601
351,17,2409,5202809
538,11,5280,5203104
1765,24,11408,5203203
3819,86,30492,5203302
1360,17,8869,5203401
3364,115,25648,5203500
531,34,9919,5203559
352,3,4493,5203575
647,6,3746,5203609
720,8,5797,5203807
1208,36,9484,5203906
326,9,2476,5203939
250,3,3283,5203962
562,18,8046,5204003
1957,29,12666,5204102
136,5,1342,5204201
1001,33,8031,5204250
2280,41,16270,5204300
1666,43,19107,5204409
12989,311,93196,5204508
445,12,3848,5204557
584,15,3649,5204607
250,9,3632,5204656
1848,47,12764,5204706
377,24,7738,5204805
288,18,7940,5204854
2932,30,20007,5204904
564,18,1830,5204953
852,27,10186,5205000
405,15,3407,5205059
12986,413,110983,5205109
639,23,5101,5205208
589,6,9725,5205307
3551,116,22306,5205406
1122,41,8703,5205455
2449,24,10486,5205471
7643,177,72890,5205497
2546,44,20504,5205513
516,6,3360,5205521
383,7,2290,5205703
840,32,11169,5205802
1351,37,9869,5205901
4791,116,60210,5206206
354,3,2964,5206305
2556,67,17044,5206404
317,9,3472,5206503
353,12,2837,5206602
227,7,3306,5206701
316,15,2953,5206800
164,7,2094,5206909
219,6,2479,5207105
432,11,4778,5208301
854,20,7247,5207253
756,7,3688,5207352
2067,32,12467,5207402
313,4,3264,5207501
757,12,6576,5207535
670,14,5553,5207600
1460,37,13449,5207808
289,7,17005,5207907
11609,294,123684,5208004
582,19,4172,5208103
624,9,3880,5208152
1813,44,11224,5208400
470,15,5625,5208509
12250,294,71075,5208608
212948,6917,1536097,5208707
4775,132,45296,5208806
2391,83,22381,5208905
6739,172,34202,5209101
696,13,5988,5209150
2388,52,14207,5209200
316,13,1951,5209291
442,0,3846,5209408
203,9,1737,5209457
308,10,3733,5209606
3460,98,22124,5209705
267,11,3508,5209804
1103,14,14082,5209903
0,0,,
1130,33,6235,5209937
1255,54,15787,5209952
9432,259,53259,5210000
2876,97,27174,5210109
224,11,2893,5210158
4965,150,31499,5210208
178,5,2786,5210307
5212,167,43622,5210406
881,17,4685,5210562
622,17,5206,5210604
321,19,4475,5210802
2682,61,23421,5210901
1333,16,4685,5211008
4441,84,25681,5211206
787,21,7259,5211305
1646,38,8960,5211404
15631,475,105809,5211503
291,7,2334,5211602
1086,27,6025,5211701
8250,198,51338,5211800
15987,412,102065,5211909
98,7,2860,5212006
248,7,2506,5212055
1330,25,7402,5212105
3069,62,18371,5212204
137,3,1621,5212253
876,15,7651,5212303
37617,512,211508,5212501
230,5,2363,5212600
276,6,9081,5212709
401,31,9363,5212808
335,6,2250,5212907
502,8,4336,5212956
1229,34,14327,5213004
212,2,2583,5213053
3697,71,28793,5213087
14137,284,68154,5213103
63,2,1501,5213400
319,6,8684,5213509
1291,26,8047,5213707
1406,30,13672,5213756
367,6,4509,5213772
9583,163,46548,5213806
304,7,2232,5213855
342,7,4206,5213905
2771,30,15870,5214002
663,19,4713,5214051
398,14,3764,5214101
1202,26,9260,5214408
1882,77,30395,5214507
5046,104,46730,5214606
364,6,2357,5214705
226,5,2222,5214804
2370,25,12945,5214838
1078,30,8112,5214861
329,9,2934,5214879
290,1,3236,5214903
1478,26,10018,5215009
440,10,2843,5215207
7350,228,117703,5215231
378,7,4544,5215256
651,31,15725,5215306
495,11,3723,5215405
849,28,6782,5215504
2261,62,34430,5215603
309,8,3467,5215652
6656,93,29392,5215702
269,9,2381,5215801
628,15,3582,5215900
281,8,2603,5216007
656,52,10140,5216304
1049,33,10980,5216403
313,7,3143,5216452
1633,42,10261,5216809
350,10,2194,5216908
3437,82,24548,5217104
1713,63,10272,5217203
3369,58,25064,5217302
4168,138,31686,5217401
5219,234,90640,5217609
1777,52,17860,5217708
3464,179,45633,5218003
2000,22,3931,5218052
651,13,4022,5218102
2912,47,37414,5218300
368,13,3203,5218391
5515,210,50701,5218508
2045,59,10940,5218607
994,12,4817,5218706
692,9,4612,5218789
34631,809,241518,5218805
3273,91,19947,5218904
944,30,7632,5219001
1085,25,6634,5219100
213,6,2819,5219209
1053,22,5523,5219258
4671,220,38808,5219308
587,15,3815,5219357
553,7,8935,5219407
207,10,3355,5219456
461,7,2252,5219506
451,12,3280,5219605
1218,32,8562,5219704
554,7,4854,5219712
1422,34,6440,5219738
3830,118,75829,5219753
244,9,13103,5219803
611,14,6267,5219902
941,29,14085,5220009
139,2,1345,5220058
5984,171,34157,5220108
699,18,5215,5220157
3575,78,21920,5220207
522,10,4082,5220264
344,9,2037,5220280
1795,66,20985,5220405
22916,416,118451,5220454
1385,14,8642,5220504
2295,33,20816,5220603
454,7,6879,5220686
61,0,3001,5220702
307,10,3521,5221007
224,1,3498,5221080
1278,28,8186,5221197
279,13,2830,5221304
16400,516,129823,5221403
483,8,3498,5221452
784,25,4564,5221502
968,16,5365,5221551
303,9,2840,5221577
6685,153,40840,5221601
1992,42,13818,5221700
272,6,3066,5221809
18323,408,172135,5221858
621,14,3838,5221908
1248,35,13977,5222005
1456,24,8873,5222054
232,4,6312,5222203
415,8,5882,5222302
1645,38,15380,1400050
1184,24,13185,1400027
98074,1547,419652,1400100
2541,34,12557,1400159
2544,40,18799,1400175
2718,58,22283,1400209
2029,21,10383,1400233
3202,19,,
1433,16,12296,1400282
2372,47,18172,1400308
637,35,11532,1400407
2409,49,18913,1400456
3406,68,30782,1400472
1667,12,8348,1400506
698,13,8110,1400605
1197,16,10789,1400704
1796,37,15490,1200013
1827,24,7534,1200054
3000,44,26702,1200104
1144,17,10420,1200138
675,17,12008,1200179
7903,168,89072,1200203
1581,36,18696,1200252
3338,63,34884,1200302
706,2,8473,1200328
2992,32,19311,1200336
907,14,9581,1200344
1359,13,19299,1200351
1791,20,19955,1200385
1553,38,18824,1200807
551,6,12241,1200393
38206,1090,413418,1200401
1016,14,19351,1200427
1014,7,6717,1200435
1205,42,23236,1200450
5876,83,46511,1200500
6589,47,43151,1200609
3031,31,19596,1200708
1138,21,7408,4100103
1421,29,5857,4100202
850,33,9470,4100301
11359,439,120041,4100400
301,12,1682,4100459
1648,48,22176,4100509
378,9,2685,4128625
1325,26,14859,4100608
1143,28,9778,4100707
881,31,11503,4100806
472,8,6332,4100905
2619,60,19311,4101002
459,13,2788,4101051
2709,93,19926,4101101
385,7,2930,4101150
2651,73,18949,4101200
585,16,7427,4101309
11507,496,136234,4101408
15181,584,124810,4101507
3331,67,28300,4101606
376,7,3009,4101655
2194,37,14000,4101705
29668,544,146214,4101804
186,4,2066,4101853
1704,58,14954,4101903
5436,133,33340,4102000
3814,94,26209,4102109
450,23,3881,4102208
1788,37,13092,4102307
5388,148,31211,4102406
1368,45,11426,4102505
1377,37,10312,4102604
273,7,2781,4102703
213,7,3457,4102752
2362,82,15399,4102802
1457,22,16400,4102901
499,19,4047,4103008
196,0,2470,4103024
582,8,6365,4103040
1153,35,7540,4103057
2229,29,13129,4103107
511,7,3506,4103156
1327,20,7068,4103206
528,9,3254,4103222
1085,34,6439,4103305
670,9,5382,4103354
431,12,2585,4103370
465,12,2954,4103404
2974,38,18456,4103453
472,8,4009,4103479
1358,39,8606,4103503
3113,66,25466,4103602
14314,355,107341,4103701
1199,28,7917,4103800
1827,62,14043,4103909
412,16,3859,4103958
6032,170,43685,4104006
456,14,3763,4104055
365,19,8045,4104105
20738,511,133865,4104204
3643,92,29740,4104253
15887,349,95488,4104303
1520,19,14809,4104402
1626,33,16053,4104428
1178,30,13329,4104451
2722,28,19148,4104501
1917,31,15834,4104600
3824,70,23825,4104659
804,34,14356,4104709
49113,1101,332333,4104808
11911,250,71809,4104907
1154,21,10167,4105003
1280,36,10764,4105102
1489,55,17833,4105201
1668,34,11819,4105300
2648,52,19167,4105409
10165,185,83816,4105508
1940,34,12797,4105607
2237,89,16450,4105706
26520,893,246540,4105805
3101,77,24145,4105904
1164,29,8857,4106001
760,17,3876,4106100
2648,73,18837,4106209
2919,45,17117,4106308
7763,169,47842,4106407
1232,18,7518,4106456
3350,84,20580,4106506
412,8,3127,4106555
533,14,4240,4106571
3158,86,20947,4106605
529,12,4449,4106704
1385,26,18741,4106803
359,7,2921,4106852
218737,7813,1948626,4106902
1396,34,15196,4107009
658,19,5266,4107157
395,16,5030,4107108
549,17,3424,4107124
6962,100,41038,4107207
1043,13,8869,4107256
686,17,5983,4107306
365,8,5552,4128633
770,17,5933,4107405
1625,30,13981,4107504
497,6,4596,4107538
311,8,1665,4107520
488,7,4048,4107546
200,8,3041,4107553
2523,74,17316,4107603
16607,476,102004,4107652
445,8,4748,4107702
620,13,5602,4107736
967,28,7696,4107751
758,12,4906,4107801
631,25,4603,4107850
1204,22,6851,4107900
1698,35,10453,4108007
316,12,2699,4108106
733,22,6460,4108205
45273,1204,258248,4108304
578,17,4556,4108452
517,7,5993,4108320
16618,278,92216,4108403
647,35,13685,4108502
249,4,2898,4108551
2117,72,28808,4108601
433,6,7053,4108650
661,18,5497,4108700
4060,103,33310,4108809
491,16,6609,4108908
1282,21,8811,4108957
647,15,3784,4109005
254,5,2241,4109104
645,9,5530,4109203
1762,31,12217,4109302
22788,606,182644,4109401
747,19,7594,4109500
5494,185,37527,4109609
614,11,5119,4109658
4250,162,31644,4109708
568,25,6370,4109757
7823,187,55131,4109807
964,16,7786,4109906
640,23,4440,4110003
332,12,2253,4110052
2029,59,13282,4110078
4941,114,32940,4110102
6172,217,,
1384,19,11121,4110201
415,10,3116,4110300
925,11,4465,4110409
1367,32,15251,4110508
1904,21,13782,4110607
242,5,2251,4110656
9251,191,61088,4110706
1126,21,10098,4110805
349,9,4446,4110904
1531,22,11385,4110953
909,19,6549,4111001
787,35,6109,4111100
2104,46,12094,4111209
3950,122,29070,4111258
282,5,2781,4111308
1172,25,13965,4111407
3913,96,31935,4111506
657,4,8240,4111555
298,13,3279,4111605
592,14,5303,4111704
6427,109,39322,4111803
2256,65,13742,4111902
4835,156,35027,4112009
3156,85,21230,4112108
519,20,5095,4112207
648,15,4930,4112306
1239,17,9500,4112405
1092,33,11196,4112504
70,2,1320,4112603
1968,45,12638,4112702
1127,21,8330,4112751
2061,54,12009,4112801
185,8,3269,4112900
1107,31,7292,4112959
746,7,7041,4113007
1303,28,4047,4113106
5013,137,48410,4113205
413,13,5784,4113254
2926,92,32139,4113304
524,13,3925,4113403
483,9,3231,4113429
605,10,4592,4113452
3472,60,23242,4113502
575,15,4819,4113601
98093,2228,575377,4113700
802,15,7240,4113734
570,7,4744,4113759
409,20,4945,4113809
855,14,13663,4113908
1442,29,13014,4114005
4150,86,23100,4114104
5147,127,34515,4114203
3636,94,27315,4114302
239,5,2506,4114351
2167,51,16642,4114401
1726,31,13510,4114500
7389,153,53495,4114609
568,5,5634,4114708
6426,135,35804,4114807
1225,42,8814,4114906
778,19,7084,4115002
1515,53,10336,4115101
64337,1605,430157,4115200
739,25,6632,4115309
769,19,5582,4115358
2354,47,14387,4115408
380,8,4340,4115457
753,13,4677,4115507
3002,67,18107,4115606
3979,146,35219,4115705
184,5,3206,4115739
1296,25,10800,4115754
8062,143,46574,4115804
606,8,5577,4115853
250,3,2196,4115903
269,8,1796,4116000
1271,21,10704,4116059
1112,39,12042,4116109
2279,58,16446,4116208
508,9,4009,4116307
629,10,4008,4116406
149,2,1551,4116505
460,8,3434,4116604
1787,45,10299,4116703
820,20,5061,4116802
2496,85,27984,4116901
655,11,5030,4116950
702,14,8136,4117008
957,12,11507,4117057
1841,31,13200,4117107
720,19,5826,4117206
1268,23,10544,4117255
610,21,4277,4117214
1078,17,8266,4117222
617,17,5448,4117271
320,7,2840,4117297
2416,50,21960,4117305
355,13,3425,4117404
1006,33,6016,4117453
5499,137,41773,4117503
6887,164,51755,4117602
4329,94,33994,4117701
1472,39,12960,4117800
6486,93,32121,4117909
2244,48,14023,4118006
1077,28,11580,4118105
24269,571,156174,4118204
249,3,3241,4118303
12102,303,88922,4118402
654,11,5684,4118451
13793,312,83843,4118501
672,16,5908,4118600
435,2,7387,4118709
1686,39,14007,4118808
973,8,6160,4118857
1524,33,11321,4118907
525,8,6288,4119004
1918,31,12882,4119103
19498,607,133490,4119152
895,21,6324,4119202
196,1,2737,4119251
2432,89,32559,4119301
3369,85,25617,4119400
13995,349,114970,4119509
3821,53,29994,4119608
526,14,3262,4119657
452,6,4272,4119707
1277,20,13431,4119806
52730,1348,355336,4119905
3730,129,27915,4119954
1794,49,12748,4120002
519,22,4874,4120101
321,4,3184,4120150
477,6,2556,4120200
164,6,4061,4120309
106,18,3780,4120333
652,8,5095,4120358
674,14,5351,4120408
708,33,11130,4120507
3916,109,52513,4120606
317,6,4465,4120655
1568,32,7477,4120705
3793,103,23911,4120804
729,9,4029,4120853
3863,80,34409,4120903
1362,10,12232,4121000
615,10,4508,4121109
1738,60,19221,4121208
480,12,4476,4121257
533,6,3784,4121307
294,9,2628,4121356
2540,42,16950,4121406
1909,42,14946,4121505
839,22,6787,4121604
3407,80,26825,4121703
672,9,8069,4121752
1294,21,10645,4121802
1720,52,12948,4121901
1446,24,15336,4122008
377,13,3182,4122107
975,14,13255,4122156
425,13,4109,4122172
5708,158,32517,4122206
2241,72,34411,4122305
9620,266,67383,4122404
1244,20,9645,4122503
1162,19,9622,4122602
607,8,4689,4122651
1447,26,6891,4122701
497,11,3483,4122800
989,38,4898,4122909
1764,29,14872,4123006
511,11,3266,4123105
521,13,3293,4123204
1072,19,7751,4123303
995,48,12186,4123402
3782,85,26767,4123501
191,3,1594,4123600
1572,30,8523,4123709
1317,35,14794,4123808
270,8,3793,4123824
977,29,9410,4123857
1466,53,11622,4123907
390,12,4017,4123956
912,30,4954,4124004
1330,35,10096,4124020
3503,110,23699,4124053
6895,154,46251,4124103
257,9,2626,4124202
299,4,2068,4124301
2294,31,20261,4124400
584,18,5416,4124509
1091,19,6920,4124608
832,31,11128,4124707
1608,25,10181,4124806
575,12,5837,4124905
1387,26,10056,4125001
839,10,15241,4125100
1504,34,9028,4125209
825,15,5543,4125308
982,7,5586,4125357
666,24,6160,4125407
474,12,3627,4125456
34781,1108,329058,4125506
213,2,2163,4125555
4557,86,46705,4125605
3559,76,27576,4125704
717,19,5820,4125753
1427,49,11046,4125803
248,1,2289,4125902
935,28,8859,4126009
737,5,5750,4126108
785,18,6722,4126207
13261,325,97803,4126256
865,15,5539,4126272
2528,61,19385,4126306
635,13,4477,4126355
740,17,5216,4126405
2894,51,16413,4126504
3727,85,21249,4126603
388,7,2930,4126652
1262,38,15040,4126678
578,13,5158,4126702
2076,36,16345,4126801
619,12,5495,4126900
900,15,12567,4127007
17865,390,79792,4127106
2625,58,17200,4127205
1243,29,16924,4127304
2276,43,17522,4127403
2724,93,20607,4127502
2288,76,17084,4127601
27344,464,142645,4127700
900,29,7807,4127809
1535,56,12038,4127858
803,23,9022,4127882
1105,24,8533,4127908
909,22,8109,4127957
2567,36,13095,4127965
2222,96,20909,4128005
18380,326,112500,4128104
8056,141,57913,4128203
118,4,2614,4128302
805,33,11273,4128401
1241,46,12088,4128534
1232,48,8454,4128559
1164,23,7174,4128609
374,6,4022,4128658
1110,37,6859,4128708
2310,85,19386,4128500
616,8,5630,4128807
3518,247,100346,2600054
5251,74,37404,2600104
970,15,19810,2600203
1765,67,25065,2600302
1627,61,37082,2600401
2047,47,43686,2600500
