,Município,AVG_IDADE,ID
612,210990 SANTA INES,31.4,210990
613,211000 SANTA LUZIA,29.5,211000
614,211003 SANTA LUZIA DO PARUA,30.1,211003
615,211010 SANTA QUITERIA DO MARANHAO,29.9,211010
616,211020 SANTA RITA,30.7,211020
617,211023 SANTANA DO MARANHAO,29.8,211023
618,211027 SANTO AMARO DO MARANHAO,26.8,211027
619,211030 SANTO ANTONIO DOS LOPES,33.0,211030
620,211040 SAO BENEDITO DO RIO PRETO,28.3,211040
621,211050 SAO BENTO,32.6,211050
622,211060 SAO BERNARDO,30.0,211060
623,211065 SAO DOMINGOS DO AZEITAO,30.2,211065
624,211070 SAO DOMINGOS DO MARANHAO,31.8,211070
625,211080 SAO FELIX DE BALSAS,34.2,211080
626,211085 SAO FRANCISCO DO BREJAO,30.5,211085
627,211090 SAO FRANCISCO DO MARANHAO,33.3,211090
628,211100 SAO JOAO BATISTA,32.2,211100
629,211102 SAO JOAO DO CARU,26.6,211102
630,211105 SAO JOAO DO PARAISO,32.9,211105
631,211107 SAO JOAO DO SOTER,30.1,211107
632,211110 SAO JOAO DOS PATOS,34.3,211110
633,211120 SAO JOSE DE RIBAMAR,31.3,211120
634,211125 SAO JOSE DOS BASILIOS,32.6,211125
635,211130 SAO LUIS,33.6,211130
636,211140 SAO LUIS GONZAGA DO MARANHAO,31.0,211140
637,211150 SAO MATEUS DO MARANHAO,31.4,211150
638,211153 SAO PEDRO DA AGUA BRANCA,29.3,211153
639,211157 SAO PEDRO DOS CRENTES,31.4,211157
640,211160 SAO RAIMUNDO DAS MANGABEIRAS,31.7,211160
641,211163 SAO RAIMUNDO DO DOCA BEZERRA,29.7,211163
642,211167 SAO ROBERTO,28.2,211167
643,211170 SAO VICENTE FERRER,31.4,211170
644,211172 SATUBINHA,27.5,211172
645,211174 SENADOR ALEXANDRE COSTA,29.6,211174
646,211176 SENADOR LA ROCQUE,32.1,211176
647,211178 SERRANO DO MARANHAO,29.5,211178
648,211180 SITIO NOVO,31.2,211180
649,211190 SUCUPIRA DO NORTE,32.3,211190
650,211195 SUCUPIRA DO RIACHAO,33.6,211195
651,211200 TASSO FRAGOSO,28.3,211200
652,211210 TIMBIRAS,30.7,211210
653,211220 TIMON,32.0,211220
654,211223 TRIZIDELA DO VALE,32.4,211223
655,211227 TUFILANDIA,28.6,211227
656,211230 TUNTUM,31.6,211230
657,211240 TURIACU,27.9,211240
658,211245 TURILANDIA,26.6,211245
659,211250 TUTOIA,28.7,211250
660,211260 URBANO SANTOS,26.8,211260
661,211270 VARGEM GRANDE,28.1,211270
662,211280 VIANA,30.9,211280
663,211285 VILA NOVA DOS MARTIRIOS,28.1,211285
664,211290 VITORIA DO MEARIM,31.1,211290
665,211300 VITORINO FREIRE,32.7,211300
666,211400 ZE DOCA,30.6,211400
667,220005 ACAUA,33.3,220005
668,220010 AGRICOLANDIA,36.3,220010
669,220020 AGUA BRANCA,33.2,220020
670,220025 ALAGOINHA DO PIAUI,36.2,220025
671,220027 ALEGRETE DO PIAUI,33.8,220027
672,220030 ALTO LONGA,36.1,220030
673,220040 ALTOS,33.6,220040
674,220045 ALVORADA DO GURGUEIA,30.0,220045
675,220050 AMARANTE,34.2,220050
676,220060 ANGICAL DO PIAUI,37.3,220060
677,220070 ANISIO DE ABREU,32.3,220070
678,220080 ANTONIO ALMEIDA,34.3,220080
679,220090 AROAZES,36.4,220090
680,220095 AROEIRAS DO ITAIM,36.2,220095
681,220100 ARRAIAL,34.2,220100
682,220105 ASSUNCAO DO PIAUI,30.1,220105
683,220110 AVELINO LOPES,33.8,220110
684,220115 BAIXA GRANDE DO RIBEIRO,27.7,220115
685,220117 BARRA D'ALCANTARA,35.4,220117
686,220120 BARRAS,32.1,220120
687,220130 BARREIRAS DO PIAUI,32.7,220130
688,220140 BARRO DURO,33.7,220140
689,220150 BATALHA,33.4,220150
690,220155 BELA VISTA DO PIAUI,32.8,220155
691,220157 BELEM DO PIAUI,34.3,220157
692,220160 BENEDITINOS,34.8,220160
693,220170 BERTOLINIA,33.8,220170
694,220173 BETANIA DO PIAUI,31.1,220173
695,220177 BOA HORA,31.4,220177
696,220180 BOCAINA,37.9,220180
697,220190 BOM JESUS,29.4,220190
698,220191 BOM PRINCIPIO DO PIAUI,33.1,220191
699,220192 BONFIM DO PIAUI,33.9,220192
700,220194 BOQUEIRAO DO PIAUI,34.7,220194
701,220196 BRASILEIRA,34.5,220196
702,220198 BREJO DO PIAUI,33.6,220198
703,220200 BURITI DOS LOPES,32.2,220200
704,220202 BURITI DOS MONTES,33.5,220202
705,220205 CABECEIRAS DO PIAUI,34.4,220205
706,220207 CAJAZEIRAS DO PIAUI,33.1,220207
707,220208 CAJUEIRO DA PRAIA,32.3,220208
708,220209 CALDEIRAO GRANDE DO PIAUI,33.4,220209
709,220210 CAMPINAS DO PIAUI,34.3,220210
710,220211 CAMPO ALEGRE DO FIDALGO,32.1,220211
711,220213 CAMPO GRANDE DO PIAUI,33.9,220213
712,220217 CAMPO LARGO DO PIAUI,28.6,220217
713,220220 CAMPO MAIOR,35.9,220220
714,220225 CANAVIEIRA,34.1,220225
715,220230 CANTO DO BURITI,34.8,220230
716,220240 CAPITAO DE CAMPOS,33.8,220240
717,220245 CAPITAO GERVASIO OLIVEIRA,32.7,220245
718,220250 CARACOL,30.9,220250
719,220253 CARAUBAS DO PIAUI,31.1,220253
720,220255 CARIDADE DO PIAUI,31.6,220255
721,220260 CASTELO DO PIAUI,35.0,220260
722,220265 CAXINGO,29.4,220265
723,220270 COCAL,31.5,220270
724,220271 COCAL DE TELHA,35.5,220271
725,220272 COCAL DOS ALVES,32.8,220272
726,220273 COIVARAS,33.5,220273
727,220275 COLONIA DO GURGUEIA,31.8,220275
728,220277 COLONIA DO PIAUI,34.5,220277
729,220280 CONCEICAO DO CANINDE,35.6,220280
730,220285 CORONEL JOSE DIAS,35.2,220285
731,220290 CORRENTE,31.2,220290
732,220300 CRISTALANDIA DO PIAUI,31.6,220300
733,220310 CRISTINO CASTRO,32.0,220310
734,220320 CURIMATA,31.7,220320
735,220323 CURRAIS,30.8,220323
736,220325 CURRALINHOS,31.3,220325
737,220327 CURRAL NOVO DO PIAUI,30.1,220327
738,220330 DEMERVAL LOBAO,33.7,220330
739,220335 DIRCEU ARCOVERDE,35.4,220335
740,220340 DOM EXPEDITO LOPES,35.4,220340
741,220342 DOMINGOS MOURAO,32.7,220342
742,220345 DOM INOCENCIO,35.3,220345
743,220350 ELESBAO VELOSO,36.7,220350
744,220360 ELISEU MARTINS,35.4,220360
745,220370 ESPERANTINA,32.9,220370
746,220375 FARTURA DO PIAUI,33.8,220375
747,220380 FLORES DO PIAUI,34.1,220380
748,220385 FLORESTA DO PIAUI,38.1,220385
749,220390 FLORIANO,34.2,220390
750,220400 FRANCINOPOLIS,36.2,220400
751,220410 FRANCISCO AYRES,37.0,220410
752,220415 FRANCISCO MACEDO,32.7,220415
753,220420 FRANCISCO SANTOS,34.0,220420
754,220430 FRONTEIRAS,34.0,220430
755,220435 GEMINIANO,33.7,220435
756,220440 GILBUES,31.0,220440
757,220450 GUADALUPE,33.5,220450
758,220455 GUARIBAS,29.4,220455
759,220460 HUGO NAPOLEAO,34.6,220460
760,220465 ILHA GRANDE,32.0,220465
761,220470 INHUMA,34.7,220470
762,220480 IPIRANGA DO PIAUI,34.7,220480
763,220490 ISAIAS COELHO,32.9,220490
764,220500 ITAINOPOLIS,38.1,220500
765,220510 ITAUEIRA,35.2,220510
766,220515 JACOBINA DO PIAUI,35.5,220515
767,220520 JAICOS,33.3,220520
768,220525 JARDIM DO MULATO,34.3,220525
769,220527 JATOBA DO PIAUI,36.1,220527
770,220530 JERUMENHA,35.3,220530
771,220535 JOAO COSTA,34.2,220535
772,220540 JOAQUIM PIRES,31.8,220540
773,220545 JOCA MARQUES,29.6,220545
774,220550 JOSE DE FREITAS,32.9,220550
775,220551 JUAZEIRO DO PIAUI,32.4,220551
776,220552 JULIO BORGES,32.9,220552
777,220553 JUREMA,33.2,220553
778,220554 LAGOINHA DO PIAUI,34.1,220554
779,220555 LAGOA ALEGRE,31.9,220555
780,220556 LAGOA DO BARRO DO PIAUI,33.8,220556
781,220557 LAGOA DE SAO FRANCISCO,32.4,220557
782,220558 LAGOA DO PIAUI,33.0,220558
783,220559 LAGOA DO SITIO,34.5,220559
784,220560 LANDRI SALES,35.8,220560
785,220570 LUIS CORREIA,32.3,220570
786,220580 LUZILANDIA,32.7,220580
787,220585 MADEIRO,30.0,220585
788,220590 MANOEL EMIDIO,34.2,220590
789,220595 MARCOLANDIA,30.4,220595
790,220600 MARCOS PARENTE,35.0,220600
791,220605 MASSAPE DO PIAUI,34.7,220605
792,220610 MATIAS OLIMPIO,30.4,220610
793,220620 MIGUEL ALVES,30.2,220620
794,220630 MIGUEL LEAO,32.2,220630
795,220635 MILTON BRANDAO,34.0,220635
796,220640 MONSENHOR GIL,35.2,220640
797,220650 MONSENHOR HIPOLITO,36.0,220650
798,220660 MONTE ALEGRE DO PIAUI,30.6,220660
799,220665 MORRO CABECA NO TEMPO,32.1,220665
800,220667 MORRO DO CHAPEU DO PIAUI,32.0,220667
801,220669 MURICI DOS PORTELAS,30.1,220669
802,220670 NAZARE DO PIAUI,35.7,220670
803,220672 NAZARIA,32.7,220672
804,220675 NOSSA SENHORA DE NAZARE,36.6,220675
805,220680 NOSSA SENHORA DOS REMEDIOS,29.9,220680
806,220690 NOVO ORIENTE DO PIAUI,36.8,220690
807,220695 NOVO SANTO ANTONIO,37.0,220695
808,220700 OEIRAS,33.7,220700
809,220710 OLHO D'AGUA DO PIAUI,32.5,220710
810,220720 PADRE MARCOS,36.6,220720
811,220730 PAES LANDIM,35.3,220730
812,220735 PAJEU DO PIAUI,37.8,220735
813,220740 PALMEIRA DO PIAUI,32.5,220740
814,220750 PALMEIRAIS,31.9,220750
815,220755 PAQUETA,36.0,220755
816,220760 PARNAGUA,30.5,220760
817,220770 PARNAIBA,33.6,220770
818,220775 PASSAGEM FRANCA DO PIAUI,31.3,220775
819,220777 PATOS DO PIAUI,36.1,220777
820,220779 PAU D'ARCO DO PIAUI,33.1,220779
821,220780 PAULISTANA,32.7,220780
822,220785 PAVUSSU,36.4,220785
823,220790 PEDRO II,34.7,220790
824,220793 PEDRO LAURENTINO,31.0,220793
825,220795 NOVA SANTA RITA,31.9,220795
826,220800 PICOS,33.6,220800
827,220810 PIMENTEIRAS,34.4,220810
828,220820 PIO IX,33.0,220820
829,220830 PIRACURUCA,33.7,220830
830,220840 PIRIPIRI,34.7,220840
831,220850 PORTO,28.8,220850
832,220855 PORTO ALEGRE DO PIAUI,32.0,220855
833,220860 PRATA DO PIAUI,35.8,220860
834,220865 QUEIMADA NOVA,34.2,220865
835,220870 REDENCAO DO GURGUEIA,30.7,220870
836,220880 REGENERACAO,33.6,220880
837,220885 RIACHO FRIO,30.0,220885
838,220887 RIBEIRA DO PIAUI,32.9,220887
839,220890 RIBEIRO GONCALVES,29.7,220890
840,220900 RIO GRANDE DO PIAUI,35.9,220900
841,220910 SANTA CRUZ DO PIAUI,36.2,220910
842,220915 SANTA CRUZ DOS MILAGRES,34.2,220915
843,220920 SANTA FILOMENA,29.6,220920
844,220930 SANTA LUZ,31.7,220930
845,220935 SANTANA DO PIAUI,35.6,220935
846,220937 SANTA ROSA DO PIAUI,34.7,220937
847,220940 SANTO ANTONIO DE LISBOA,35.1,220940
848,220945 SANTO ANTONIO DOS MILAGRES,31.2,220945
849,220950 SANTO INACIO DO PIAUI,36.6,220950
850,220955 SAO BRAZ DO PIAUI,35.6,220955
851,220960 SAO FELIX DO PIAUI,39.2,220960
852,220965 SAO FRANCISCO DE ASSIS DO PIAUI,31.4,220965
853,220970 SAO FRANCISCO DO PIAUI,35.8,220970
854,220975 SAO GONCALO DO GURGUEIA,31.1,220975
855,220980 SAO GONCALO DO PIAUI,32.7,220980
856,220985 SAO JOAO DA CANABRAVA,36.5,220985
857,220987 SAO JOAO DA FRONTEIRA,31.8,220987
858,220990 SAO JOAO DA SERRA,37.7,220990
859,220995 SAO JOAO DA VARJOTA,32.2,220995
860,220997 SAO JOAO DO ARRAIAL,30.6,220997
861,221000 SAO JOAO DO PIAUI,32.6,221000
862,221005 SAO JOSE DO DIVINO,33.4,221005
863,221010 SAO JOSE DO PEIXE,35.2,221010
864,221020 SAO JOSE DO PIAUI,36.4,221020
865,221030 SAO JULIAO,35.9,221030
866,221035 SAO LOURENCO DO PIAUI,37.2,221035
867,221037 SAO LUIS DO PIAUI,35.3,221037
868,221038 SAO MIGUEL DA BAIXA GRANDE,36.1,221038
869,221039 SAO MIGUEL DO FIDALGO,32.1,221039
870,221040 SAO MIGUEL DO TAPUIO,34.6,221040
871,221050 SAO PEDRO DO PIAUI,32.7,221050
872,221060 SAO RAIMUNDO NONATO,32.1,221060
873,221062 SEBASTIAO BARROS,30.7,221062
874,221063 SEBASTIAO LEAL,32.7,221063
875,221065 SIGEFREDO PACHECO,35.2,221065
876,221070 SIMOES,31.7,221070
877,221080 SIMPLICIO MENDES,34.2,221080
878,221090 SOCORRO DO PIAUI,34.2,221090
879,221093 SUSSUAPARA,36.1,221093
880,221095 TAMBORIL DO PIAUI,33.1,221095
881,221097 TANQUE DO PIAUI,33.6,221097
882,221100 TERESINA,33.7,221100
883,221110 UNIAO,32.5,221110
884,221120 URUCUI,30.7,221120
885,221130 VALENCA DO PIAUI,37.2,221130
886,221135 VARZEA BRANCA,32.3,221135
887,221140 VARZEA GRANDE,37.0,221140
888,221150 VERA MENDES,35.7,221150
889,221160 VILA NOVA DO PIAUI,36.8,221160
890,221170 WALL FERRAZ,34.4,221170
891,230010 ABAIARA,33.3,230010
892,230015 ACARAPE,32.7,230015
893,230020 ACARAU,32.1,230020
894,230030 ACOPIARA,36.2,230030
895,230040 AIUABA,34.1,230040
896,230050 ALCANTARAS,33.7,230050
897,230060 ALTANEIRA,35.0,230060
898,230070 ALTO SANTO,35.2,230070
899,230075 AMONTADA,30.8,230075
900,230080 ANTONINA DO NORTE,35.0,230080
901,230090 APUIARES,34.6,230090
902,230100 AQUIRAZ,32.9,230100
903,230110 ARACATI,34.3,230110
904,230120 ARACOIABA,34.4,230120
905,230125 ARARENDA,35.8,230125
906,230130 ARARIPE,31.9,230130
907,230140 ARATUBA,33.2,230140
908,230150 ARNEIROZ,35.3,230150
909,230160 ASSARE,35.2,230160
910,230170 AURORA,36.0,230170
911,230180 BAIXIO,35.8,230180
912,230185 BANABUIU,32.7,230185
913,230190 BARBALHA,33.0,230190
914,230195 BARREIRA,33.3,230195
915,230200 BARRO,36.3,230200
916,230205 BARROQUINHA,33.5,230205
917,230210 BATURITE,33.0,230210
918,230220 BEBERIBE,34.9,230220
919,230230 BELA CRUZ,33.5,230230
920,230240 BOA VIAGEM,35.1,230240
921,230250 BREJO SANTO,33.8,230250
922,230260 CAMOCIM,32.6,230260
923,230270 CAMPOS SALES,34.4,230270
924,230280 CANINDE,33.5,230280
925,230290 CAPISTRANO,33.4,230290
926,230300 CARIDADE,32.3,230300
927,230310 CARIRE,36.0,230310
928,230320 CARIRIACU,34.4,230320
929,230330 CARIUS,37.4,230330
930,230340 CARNAUBAL,34.0,230340
931,230350 CASCAVEL,34.4,230350
932,230360 CATARINA,35.6,230360
933,230365 CATUNDA,35.4,230365
934,230370 CAUCAIA,32.5,230370
935,230380 CEDRO,36.5,230380
936,230390 CHAVAL,33.3,230390
937,230393 CHORO,33.0,230393
938,230395 CHOROZINHO,33.2,230395
939,230400 COREAU,33.1,230400
940,230410 CRATEUS,35.9,230410
941,230420 CRATO,33.6,230420
942,230423 CROATA,35.2,230423
943,230425 CRUZ,33.3,230425
944,230426 DEPUTADO IRAPUAN PINHEIRO,37.1,230426
945,230427 ERERE,36.0,230427
946,230428 EUSEBIO,31.7,230428
947,230430 FARIAS BRITO,35.2,230430
948,230435 FORQUILHA,33.1,230435
949,230440 FORTALEZA,34.6,230440
950,230445 FORTIM,34.3,230445
951,230450 FRECHEIRINHA,32.8,230450
952,230460 GENERAL SAMPAIO,32.5,230460
953,230465 GRACA,34.6,230465
954,230470 GRANJA,31.0,230470
955,230480 GRANJEIRO,35.1,230480
956,230490 GROAIRAS,36.2,230490
957,230495 GUAIUBA,32.0,230495
958,230500 GUARACIABA DO NORTE,33.4,230500
959,230510 GUARAMIRANGA,32.7,230510
960,230520 HIDROLANDIA,35.9,230520
961,230523 HORIZONTE,29.9,230523
962,230526 IBARETAMA,33.8,230526
963,230530 IBIAPINA,34.2,230530
964,230533 IBICUITINGA,34.5,230533
965,230535 ICAPUI,34.1,230535
966,230540 ICO,35.0,230540
967,230550 IGUATU,35.1,230550
968,230560 INDEPENDENCIA,36.7,230560
969,230565 IPAPORANGA,36.9,230565
970,230570 IPAUMIRIM,35.7,230570
971,230580 IPU,35.1,230580
972,230590 IPUEIRAS,35.4,230590
973,230600 IRACEMA,36.6,230600
974,230610 IRAUCUBA,32.0,230610
975,230620 ITAICABA,37.7,230620
976,230625 ITAITINGA,31.5,230625
977,230630 ITAPAGE,32.0,230630
978,230640 ITAPIPOCA,31.4,230640
979,230650 ITAPIUNA,33.3,230650
980,230655 ITAREMA,30.0,230655
981,230660 ITATIRA,31.4,230660
982,230670 JAGUARETAMA,36.5,230670
983,230680 JAGUARIBARA,34.7,230680
984,230690 JAGUARIBE,36.3,230690
985,230700 JAGUARUANA,35.2,230700
986,230710 JARDIM,33.1,230710
987,230720 JATI,35.6,230720
988,230725 JIJOCA DE JERICOACOARA,30.6,230725
989,230730 JUAZEIRO DO NORTE,32.3,230730
990,230740 JUCAS,35.4,230740
991,230750 LAVRAS DA MANGABEIRA,36.4,230750
992,230760 LIMOEIRO DO NORTE,35.3,230760
993,230763 MADALENA,32.8,230763
994,230765 MARACANAU,32.9,230765
995,230770 MARANGUAPE,32.6,230770
996,230780 MARCO,29.7,230780
997,230790 MARTINOPOLE,32.3,230790
998,230800 MASSAPE,31.8,230800
999,230810 MAURITI,33.0,230810
1000,230820 MERUOCA,33.7,230820
1001,230830 MILAGRES,34.9,230830
1002,230835 MILHA,37.5,230835
1003,230837 MIRAIMA,31.5,230837
1004,230840 MISSAO VELHA,32.8,230840
1005,230850 MOMBACA,35.2,230850
1006,230860 MONSENHOR TABOSA,35.4,230860
1007,230870 MORADA NOVA,36.6,230870
1008,230880 MORAUJO,32.4,230880
1009,230890 MORRINHOS,30.8,230890
1010,230900 MUCAMBO,36.6,230900
1011,230910 MULUNGU,32.9,230910
1012,230920 NOVA OLINDA,32.0,230920
1013,230930 NOVA RUSSAS,36.2,230930
1014,230940 NOVO ORIENTE,36.2,230940
1015,230945 OCARA,35.3,230945
1016,230950 OROS,37.4,230950
1017,230960 PACAJUS,31.6,230960
1018,230970 PACATUBA,31.4,230970
1019,230980 PACOTI,33.1,230980
1020,230990 PACUJA,35.5,230990
1021,231000 PALHANO,36.6,231000
1022,231010 PALMACIA,33.1,231010
1023,231020 PARACURU,33.7,231020
1024,231025 PARAIPABA,32.9,231025
1025,231030 PARAMBU,35.9,231030
1026,231040 PARAMOTI,33.4,231040
1027,231050 PEDRA BRANCA,35.0,231050
1028,231060 PENAFORTE,32.2,231060
1029,231070 PENTECOSTE,33.9,231070
1030,231080 PEREIRO,35.6,231080
1031,231085 PINDORETAMA,34.4,231085
1032,231090 PIQUET CARNEIRO,36.4,231090
1033,231095 PIRES FERREIRA,35.4,231095
1034,231100 PORANGA,34.6,231100
1035,231110 PORTEIRAS,33.9,231110
1036,231120 POTENGI,32.0,231120
1037,231123 POTIRETAMA,34.7,231123
1038,231126 QUITERIANOPOLIS,35.5,231126
1039,231130 QUIXADA,33.1,231130
1040,231135 QUIXELO,37.6,231135
1041,231140 QUIXERAMOBIM,33.6,231140
1042,231150 QUIXERE,32.7,231150
1043,231160 REDENCAO,34.2,231160
1044,231170 RERIUTABA,35.3,231170
1045,231180 RUSSAS,33.9,231180
1046,231190 SABOEIRO,35.1,231190
1047,231195 SALITRE,30.3,231195
1048,231200 SANTANA DO ACARAU,32.1,231200
1049,231210 SANTANA DO CARIRI,32.7,231210
1050,231220 SANTA QUITERIA,34.9,231220
1051,231230 SAO BENEDITO,32.9,231230
1052,231240 SAO GONCALO DO AMARANTE,32.2,231240
1053,231250 SAO JOAO DO JAGUARIBE,41.2,231250
1054,231260 SAO LUIS DO CURU,34.9,231260
1055,231270 SENADOR POMPEU,36.3,231270
1056,231280 SENADOR SA,31.4,231280
1057,231290 SOBRAL,32.1,231290
1058,231300 SOLONOPOLE,37.1,231300
1059,231310 TABULEIRO DO NORTE,36.0,231310
1060,231320 TAMBORIL,35.8,231320
1061,231325 TARRAFAS,35.7,231325
1062,231330 TAUA,35.8,231330
1063,231335 TEJUCUOCA,31.7,231335
1064,231340 TIANGUA,31.4,231340
1065,231350 TRAIRI,32.3,231350
1066,231355 TURURU,33.6,231355
1067,231360 UBAJARA,32.2,231360
1068,231370 UMARI,37.0,231370
1069,231375 UMIRIM,31.9,231375
1070,231380 URUBURETAMA,31.6,231380
1071,231390 URUOCA,32.5,231390
1072,231395 VARJOTA,35.3,231395
1073,231400 VARZEA ALEGRE,36.2,231400
1074,231410 VICOSA DO CEARA,31.4,231410
1075,240010 ACARI,38.2,240010
1076,240020 ACU,33.9,240020
1077,240030 AFONSO BEZERRA,33.4,240030
1078,240040 AGUA NOVA,35.1,240040
1079,240050 ALEXANDRIA,37.5,240050
1080,240060 ALMINO AFONSO,36.4,240060
1081,240070 ALTO DO RODRIGUES,32.6,240070
1082,240080 ANGICOS,36.7,240080
1083,240090 ANTONIO MARTINS,37.4,240090
1084,240100 APODI,36.5,240100
1085,240110 AREIA BRANCA,34.7,240110
1086,240120 ARES,32.8,240120
1087,240130 AUGUSTO SEVERO,35.5,240130
1088,240140 BAIA FORMOSA,32.6,240140
1089,240145 BARAUNA,30.9,240145
1090,240150 BARCELONA,38.3,240150
1091,240160 BENTO FERNANDES,34.1,240160
1092,240165 BODO,33.6,240165
1093,240170 BOM JESUS,34.0,240170
1094,240180 BREJINHO,33.6,240180
1095,240185 CAICARA DO NORTE,32.6,240185
1096,240190 CAICARA DO RIO DO VENTO,35.1,240190
1097,240200 CAICO,36.7,240200
1098,240210 CAMPO REDONDO,35.2,240210
1099,240220 CANGUARETAMA,30.9,240220
1100,240230 CARAUBAS,36.2,240230
1101,240240 CARNAUBA DOS DANTAS,34.6,240240
1102,240250 CARNAUBAIS,33.9,240250
1103,240260 CEARA-MIRIM,32.0,240260
1104,240270 CERRO CORA,35.2,240270
1105,240280 CORONEL EZEQUIEL,34.4,240280
1106,240290 CORONEL JOAO PESSOA,34.5,240290
1107,240300 CRUZETA,38.3,240300
1108,240310 CURRAIS NOVOS,36.9,240310
1109,240320 DOUTOR SEVERIANO,36.3,240320
1110,240325 PARNAMIRIM,33.5,240325
1111,240330 ENCANTO,35.9,240330
1112,240340 EQUADOR,34.3,240340
1113,240350 ESPIRITO SANTO,33.9,240350
1114,240360 EXTREMOZ,32.4,240360
1115,240370 FELIPE GUERRA,37.5,240370
1116,240375 FERNANDO PEDROZA,36.8,240375
1117,240380 FLORANIA,36.4,240380
1118,240390 FRANCISCO DANTAS,37.8,240390
1119,240400 FRUTUOSO GOMES,36.9,240400
1120,240410 GALINHOS,31.3,240410
1121,240420 GOIANINHA,31.5,240420
1122,240430 GOVERNADOR DIX-SEPT ROSADO,35.0,240430
1123,240440 GROSSOS,35.5,240440
1124,240450 GUAMARE,30.0,240450
1125,240460 IELMO MARINHO,32.5,240460
1126,240470 IPANGUACU,32.2,240470
1127,240480 IPUEIRA,38.6,240480
1128,240485 ITAJA,32.5,240485
1129,240490 ITAU,37.6,240490
1130,240500 JACANA,35.2,240500
1131,240510 JANDAIRA,32.4,240510
1132,240520 JANDUIS,36.1,240520
1133,240530 JANUARIO CICCO,33.1,240530
1134,240540 JAPI,34.3,240540
1135,240550 JARDIM DE ANGICOS,35.3,240550
1136,240560 JARDIM DE PIRANHAS,35.0,240560
1137,240570 JARDIM DO SERIDO,41.2,240570
1138,240580 JOAO CAMARA,32.3,240580
1139,240590 JOAO DIAS,34.1,240590
1140,240600 JOSE DA PENHA,38.5,240600
1141,240610 JUCURUTU,37.1,240610
1142,240615 JUNDIA,34.8,240615
1143,240620 LAGOA D'ANTA,33.2,240620
1144,240630 LAGOA DE PEDRAS,33.4,240630
1145,240640 LAGOA DE VELHOS,34.7,240640
1146,240650 LAGOA NOVA,33.0,240650
1147,240660 LAGOA SALGADA,32.4,240660
1148,240670 LAJES,35.8,240670
1149,240680 LAJES PINTADAS,36.5,240680
1150,240690 LUCRECIA,35.8,240690
1151,240700 LUIS GOMES,34.3,240700
1152,240710 MACAIBA,32.4,240710
1153,240720 MACAU,34.7,240720
1154,240725 MAJOR SALES,35.4,240725
1155,240730 MARCELINO VIEIRA,36.4,240730
1156,240740 MARTINS,36.5,240740
1157,240750 MAXARANGUAPE,31.1,240750
1158,240760 MESSIAS TARGINO,34.6,240760
1159,240770 MONTANHAS,33.6,240770
1160,240780 MONTE ALEGRE,33.3,240780
1161,240790 MONTE DAS GAMELEIRAS,33.9,240790
1162,240800 MOSSORO,34.0,240800
1163,240810 NATAL,35.7,240810
1164,240820 NISIA FLORESTA,31.9,240820
1165,240830 NOVA CRUZ,33.9,240830
1166,240840 OLHO-D'AGUA DO BORGES,39.4,240840
1167,240850 OURO BRANCO,38.8,240850
1168,240860 PARANA,37.0,240860
1169,240870 PARAU,36.5,240870
1170,240880 PARAZINHO,32.2,240880
1171,240890 PARELHAS,35.7,240890
1172,240895 RIO DO FOGO,29.8,240895
1173,240910 PASSA E FICA,34.7,240910
1174,240920 PASSAGEM,34.3,240920
1175,240930 PATU,35.4,240930
1176,240933 SANTA MARIA,32.7,240933
1177,240940 PAU DOS FERROS,36.0,240940
1178,240950 PEDRA GRANDE,31.4,240950
1179,240960 PEDRA PRETA,34.6,240960
1180,240970 PEDRO AVELINO,35.5,240970
1181,240980 PEDRO VELHO,32.7,240980
1182,240990 PENDENCIAS,33.8,240990
1183,241000 PILOES,37.3,241000
1184,241010 POCO BRANCO,31.9,241010
1185,241020 PORTALEGRE,36.7,241020
1186,241025 PORTO DO MANGUE,32.1,241025
1187,241030 SERRA CAIADA,31.5,241030
1188,241040 PUREZA,31.9,241040
1189,241050 RAFAEL FERNANDES,36.1,241050
1190,241060 RAFAEL GODEIRO,37.1,241060
1191,241070 RIACHO DA CRUZ,34.1,241070
1192,241080 RIACHO DE SANTANA,37.2,241080
1193,241090 RIACHUELO,34.2,241090
1194,241100 RODOLFO FERNANDES,35.8,241100
1195,241105 TIBAU,34.0,241105
1196,241110 RUY BARBOSA,36.0,241110
1197,241120 SANTA CRUZ,33.5,241120
1198,241140 SANTANA DO MATOS,37.8,241140
1199,241142 SANTANA DO SERIDO,36.9,241142
1200,241150 SANTO ANTONIO,33.9,241150
1201,241160 SAO BENTO DO NORTE,35.2,241160
1202,241170 SAO BENTO DO TRAIRI,32.6,241170
